person_name	gender	prediction
Cevdet Caner	Male	Male
Cevdet Sunay	Male	Male
Ceyda Aktaş	Female	Female
Ceylan	Female	Female
Cezaria Baudouin de Courtenay Ehrenkreutz Jędrzejewiczowa	Female	Female
Cezary Pazura	Male	Female
Cezaryna Wojnarowska	Female	Female
Ch'ung-te Khan	Male	Male
Cha Sung-mi	Female	Female
Cha Yoon-sook	Female	Female
Chaba Fadela	Female	Female
Chabi	Female	Female
Chae Ri-na	Female	Female
Chae Rim	Female	Female
Chae Shi-ra	Female	Female
Chae Yeon	Female	Female
Chafaï Choumicha	Female	Female
Chahdortt Djavann	Female	Female
Chai Ling	Female	Female
Chaim Menachem Rabin	Male	Male
Chaim Soutine	Male	Male
Chajim Fürst	Male	Male
Chaka Khan	Female	Female
Chakuza	Male	Male
Chalee Tennison	Female	Female
Cham	Male	Male
Chaman Lal Chaman	Male	Male
Champion Jack Dupree	Male	Male
Chan Chin-wei	Female	Male
Chan Hao-ching	Female	Male
Chan Parker	Female	Male
Chan Tsz Ka	Female	Female
Chan Wing Chun	Male	Male
Chana Orloff	Female	Female
Chanatip Sonkham	Female	Female
Chand Bibi	Female	Male
Chanda Rubin	Female	Female
Chandra Cheeseborough	Female	Female
Chandra Sturrup	Female	Female
Chandra West	Female	Female
Chandra Wilson	Female	Female
Chandrakanta	Female	Female
Chandralekha	Female	Female
Chandrika Kumaratunga	Female	Female
Chanelle Scheepers	Female	Female
Chang Dsu Yao	Male	Female
Chang Kai-chen	Female	Female
Chang Sang	Female	Female
Chang Wanquan	Male	Female
Chang Wen-ing	Female	Female
Chang Ya-Lan	Female	Female
Channa Horwitz	Female	Female
Chantal Akerman	Female	Female
Chantal Blaak	Female	Female
Chantal Bournissen	Female	Female
Chantal Chaudé de Silans	Female	Female
Chantal Chawaf	Female	Female
Chantal Dallenbach	Female	Female
Chantal de Ridder	Female	Female
Chantal Delsol	Female	Female
Chantal Galladé	Female	Female
Chantal Goya	Female	Female
Chantal Groot	Female	Female
Chantal Jouanno	Female	Female
Chantal Kreviazuk	Female	Female
Chantal Maillard	Female	Female
Chantal Meek	Female	Female
Chantal Mouffe	Female	Female
Chantal Petitclerc	Female	Female
Chao Gai	Male	Female
Chara	Female	Female
Chardine Sloof	Female	Female
Chargesheimer	Male	Male
Charikleia Pantazi	Female	Female
Charita Bauer	Female	Female
Charity Ngilu	Female	Female
Charity Shea	Female	Female
Charlaine Harris	Female	Female
Charlee	Female	Female
Charlene Barshefsky	Female	Female
Charlene Choi	Female	Female
Charlene de Carvalho-Heineken	Female	Female
Charlene Holt	Female	Female
Charlene Tilton	Female	Female
Charlene, Princess of Monaco	Female	Female
Charles Abel	Male	Male
Charles Alexander, Duke of Württemberg	Male	Male
Charles Alexander, Grand Duke of Saxe-Weimar-Eisenach	Male	Male
Charles Algernon Parsons	Male	Male
Charles Alten	Male	Male
Charles Amberg	Male	Male
Charles Anthony Schott	Male	Male
Charles Anthony, Prince of Hohenzollern	Male	Male
Charles Astor Bristed	Male	Male
Charles Augustus of Holstein-Gottorp	Male	Male
Charles Aznavour	Male	Male
Charles Babbage	Male	Male
Charles Bally	Male	Male
Charles Baudelaire	Male	Male
Charles Beauclerk, 1st Duke of St Albans	Male	Male
Charles Beer	Male	Male
Charles Berthézenne	Male	Male
Charles Binamé	Male	Male
Charles Bolden	Male	Male
Charles Bonnet	Male	Male
Charles Boyer	Male	Male
Charles Brauer	Male	Male
Charles Bronson	Male	Male
Charles Bukowski	Male	Male
Charles Camarda	Male	Male
Charles Carrington	Male	Male
Charles Cavendish-Bentinck	Male	Male
Charles Chaillé-Long	Male	Male
Charles Champaud	Male	Male
Charles Chetwynd-Talbot, 2nd Earl Talbot	Male	Male
Charles Chrétien Henri Marc	Male	Male
Charles Colbourn	Male	Male
Charles Conrad Schneider	Male	Male
Charles Cornu	Male	Male
Charles Dana Gibson	Male	Male
Charles Darwin	Male	Male
Charles de Foucauld	Male	Male
Charles de Gaulle	Male	Male
Charles de Steuben	Male	Male
Charles Despiau	Male	Male
Charles Dutoit	Male	Male
Charles E. Leiserson	Male	Male
Charles Eblé	Male	Male
Charles Edouard Duboc	Male	Male
Charles Édouard Guillaume	Male	Male
Charles Edward, Duke of Saxe-Coburg and Gotha	Male	Male
Charles Ericksen	Male	Male
Charles Estoppey	Male	Male
Charles Eugene Lancelot Brown	Male	Male
Charles Favre	Male	Male
Charles Fey	Male	Male
Charles Fleetford Sise	Male	Male
Charles Fortin	Male	Male
Charles Francis Adams, Sr.	Male	Male
Charles Frédéric Girard	Male	Male
Charles Frederick Albert, Margrave of Brandenburg-Schwedt	Male	Male
Charles Frederick, Duke of Holstein-Gottorp	Male	Male
Charles Germain	Male	Male
Charles Glover Barkla	Male	Male
Charles Goldfarb	Male	Male
Charles Gonthier, Prince of Schwarzburg-Sondershausen	Male	Male
Charles Grad	Male	Male
Charles Griffin	Male	Male
Charles Günther, Count of Schwarzburg-Rudolstadt	Male	Male
Charles Gustav of Baden-Durlach	Male	Male
Charles H. Henry	Male	Male
Charles H. Moore	Male	Male
Charles Hallé	Male	Male
Charles Hallgarten	Male	Male
Charles Henry Bennett	Male	Male
Charles Henry Hitchcock	Male	Male
Charles Henry of Nassau-Siegen	Male	Male
Charles Herbert Allen	Male	Male
Charles Hesterman Merz	Male	Male
Charles Holland	Male	Male
Charles Hueber	Male	Male
Charles Hug	Male	Male
Charles I Louis, Elector Palatine	Male	Male
Charles I of Austria	Male	Male
Charles I of Württemberg	Male	Male
Charles I, Count Palatine of Zweibrücken-Birkenfeld	Male	Male
Charles I, Landgrave of Hesse-Kassel	Male	Male
Charles I. D. Looff	Male	Male
Charles II August, Duke of Zweibrücken	Male	Male
Charles II de Croÿ	Male	Male
Charles II of England	Male	Male
Charles II of Navarre	Male	Male
Charles II of Spain	Male	Male
Charles II, Archduke of Austria	Male	Male
Charles II, Duke of Brunswick	Male	Male
Charles II, Elector Palatine	Male	Male
Charles III Philip, Elector Palatine	Male	Male
Charles Immanuel Forsyth Major	Male	Male
Charles IV	Male	Male
Charles IX of France	Male	Male
Charles IX of Sweden	Male	Male
Charles Jacque	Male	Male
Charles Journet	Male	Male
Charles K. Bliss	Male	Male
Charles K. Kao	Male	Male
Charles Koechlin	Male	Male
Charles Kuentz	Male	Male
Charles l'Eplattenier	Male	Male
Charles Laughton	Male	Male
Charles Lavaivre	Male	Male
Charles Leonard Hamblin	Male	Male
Charles Lewis Gazin	Male	Male
Charles Lindbergh	Male	Male
Charles Louis	Male	Male
Charles Louis	Male	Male
Charles Louis, Hereditary Prince of Baden	Male	Male
Charles Lucien Bonaparte	Male	Male
Charles Lyell	Male	Male
Charles Marie de La Condamine	Male	Male
Charles Messier	Male	Male
Charles Mingus Jr.	Male	Male
Charles Monnard	Male	Male
Charles Morerod	Male	Male
Charles N'Zogbia	Male	Male
Charles O. Hobaugh	Male	Male
Charles of Austria, Bishop of Wroclaw	Male	Male
Charles of Solms-Hohensolms-Lich	Male	Male
Charles Oman	Male	Male
Charles Oser	Male	Male
Charles P. Thacker	Male	Male
Charles Paul Wilp	Male	Male
Charles Perrault	Male	Male
Charles Petter	Male	Male
Charles Petzold	Male	Male
Charles Pfizer	Male	Male
Charles Pic	Male	Male
Charles Pictet de Rochemont	Male	Male
Charles Proteus Steinmetz	Male	Male
Charles Rackoff	Male	Male
Charles Rampelberg	Male	Male
Charles Régnier	Male	Male
Charles Roden Buxton	Male	Male
Charles Rollier	Male	Male
Charles Samuel Franklin	Male	Male
Charles Sands	Male	Male
Charles Schlee	Male	Male
Charles Schomberg, 2nd Duke of Schomberg	Male	Male
Charles Sealsfield	Male	Male
Charles Seife	Male	Male
Charles Shaughnessy	Male	Male
Charles Simonyi	Male	Male
Charles Stevens	Male	Male
Charles T. Kowal	Male	Male
Charles Taylor	Male	Male
Charles the Bald	Male	Male
Charles the Bold	Male	Male
Charles the Fat	Male	Male
Charles Theodore Pachelbel	Male	Male
Charles Theodore, Elector of Bavaria	Male	Male
Charles Thomas, Prince of Löwenstein-Wertheim-Rosenberg	Male	Male
Charles Thomson Rees Wilson	Male	Male
Charles Tschopp	Male	Male
Charles Tupper	Male	Male
Charles U. Aitchison	Male	Male
Charles V	Male	Male
Charles V, Duke of Lorraine	Male	Male
Charles van Lerberghe	Male	Male
Charles VI of France	Male	Male
Charles VI, Holy Roman Emperor	Male	Male
Charles Victor de Bonstetten	Male	Male
Charles Vidor	Male	Male
Charles VII of France	Male	Male
Charles VII, Holy Roman Emperor	Male	Male
Charles VIII of France	Male	Male
Charles W. Freeman	Male	Male
Charles W. Whalen	Male	Male
Charles Wallace Richmond	Male	Male
Charles Warren	Male	Male
Charles Weinberger	Male	Male
Charles Wheatstone	Male	Male
Charles Widmore	Male	Male
Charles Wilkes	Male	Male
Charles William Ferdinand, Duke of Brunswick-Wolfenbüttel	Male	Male
Charles William Frederick, Margrave of Brandenburg-Ansbach	Male	Male
Charles William, Margrave of Baden-Rodemachern	Male	Male
Charles Williams	Male	Male
Charles Willy Kayser	Male	Male
Charles X Gustav of Sweden	Male	Male
Charles X of France	Male	Male
Charles XI of Sweden	Male	Male
Charles XII of Sweden	Male	Male
Charles XIII of Sweden	Male	Male
Charles XIV John of Sweden	Male	Male
Charles XV of Sweden	Male	Male
Charles-Albert Cingria	Male	Male
Charles-Amédée-Philippe van Loo	Male	Male
Charles-Ange Laisant	Male	Male
Charles-Antoine Coypel	Male	Male
Charles-Armand de Gontaut, duc de Biron	Male	Male
Charles-Benjamin de Lubières	Male	Male
Charles-Edward Amory Winslow	Male	Male
Charles-Eugène Guye	Male	Male
Charles-Ferdinand Morel	Male	Male
Charles-Ferdinand Ramuz	Male	Male
Charles-Frédéric Reinhard	Male	Male
Charles-Gaspard de la Rive	Male	Male
Charles-Jean-François Hénault	Male	Male
Charles-Jules Guiguer	Male	Male
Charles-Maurice de Talleyrand-Périgord	Male	Male
Charles, 6th Prince of Löwenstein-Wertheim-Rosenberg	Male	Male
Charles, Electoral Prince of Brandenburg	Male	Male
Charles, Prince of Wales	Male	Male
Charley Toorop	Female	Female
Charli Baltimore	Female	Female
Charlie Bauerfeind	Male	Female
Charlie Conacher	Male	Female
Charlie Laine	Female	Female
Charlie Pace	Male	Female
Charlie Parker	Male	Female
Charlie Ray	Female	Female
Charlie Sheen	Male	Female
Charlie Wilson	Male	Female
Charlie Yeung	Female	Female
Charline Van Snick	Female	Female
Charlison Benschop	Male	Male
Charlize Theron	Female	Female
Charlotta Falkman	Female	Female
Charlotte Aglaé d'Orléans	Female	Female
Charlotte Alexandra	Female	Female
Charlotte Amalie of Hesse-Kassel	Female	Female
Charlotte Amalie of Hesse-Wanfried	Female	Female
Charlotte Anne Moberly	Female	Female
Charlotte Arnold	Female	Female
Charlotte Auerbach	Female	Female
Charlotte Becker	Female	Female
Charlotte Beradt	Female	Female
Charlotte Berend-Corinth	Female	Female
Charlotte Birch-Pfeiffer	Female	Female
Charlotte Bonnet	Female	Female
Charlotte Britz	Female	Female
Charlotte Brontë	Female	Female
Charlotte Buff	Female	Female
Charlotte Bühler	Female	Female
Charlotte Canning, Countess Canning	Female	Female
Charlotte Casiraghi	Female	Female
Charlotte Cederschiöld	Female	Female
Charlotte Chatton	Female	Female
Charlotte Christine of Brunswick-Lüneburg	Female	Female
Charlotte Cooper	Female	Female
Charlotte Dacre	Female	Female
Charlotte de Bourbon, Queen of Cyprus	Female	Female
Charlotte de Sauve	Female	Female
Charlotte Delbo	Female	Female
Charlotte des Essarts	Female	Female
Charlotte Despard	Female	Female
Charlotte Drake Cardeza	Female	Female
Charlotte Dujardin	Female	Female
Charlotte Eisler	Female	Female
Charlotte Frank	Female	Female
Charlotte Fritz	Female	Female
Charlotte Froese Fischer	Female	Female
Charlotte Gainsbourg	Female	Female
Charlotte Guillard	Female	Female
Charlotte Hatherley	Female	Female
Charlotte Kalla	Female	Female
Charlotte Kerr	Female	Female
Charlotte Knobloch	Female	Female
Charlotte Lennox	Female	Female
Charlotte Lennox, Duchess of Richmond	Female	Female
Charlotte Leslie	Female	Female
Charlotte Lewis	Female	Female
Charlotte Link	Female	Female
Charlotte MacLeod	Female	Female
Charlotte Mäder	Female	Female
Charlotte Marguerite de Montmorency	Female	Female
Charlotte Marie of Saxe-Jena	Female	Female
Charlotte Mary Yonge	Female	Female
Charlotte Mercier	Female	Female
Charlotte Mew	Female	Female
Charlotte Montagu Douglas Scott, Duchess of Buccleuch	Female	Female
Charlotte Moore Sitterly	Female	Female
Charlotte Moorman	Female	Female
Charlotte Mühe	Female	Female
Charlotte Munck	Female	Female
Charlotte Murray, Duchess of Atholl	Female	Female
Charlotte Mutsaers	Female	Female
Charlotte Napoléone Bonaparte	Female	Female
Charlotte Niese	Female	Female
Charlotte Oelschlägel	Female	Female
Charlotte of Bourbon	Female	Female
Charlotte of Hesse-Homburg	Female	Female
Charlotte of Naples	Female	Female
Charlotte of Savoy	Female	Female
Charlotte of Valois	Female	Female
Charlotte Perriand	Female	Female
Charlotte Purdue	Female	Female
Charlotte Rampling	Female	Female
Charlotte Richter-Peill	Female	Female
Charlotte Riley	Female	Female
Charlotte Roche	Female	Female
Charlotte Rohlin	Female	Female
Charlotte Ross	Female	Female
Charlotte Rudolph	Female	Female
Charlotte Sahl-Madsen	Female	Female
Charlotte Salomon	Female	Female
Charlotte Salt	Female	Female
Charlotte Saunders Cushman	Female	Female
Charlotte Scott	Female	Female
Charlotte Sommer-Landgraf	Female	Female
Charlotte Sophie of Aldenburg	Female	Female
Charlotte Stanley, Countess of Derby	Female	Female
Charlotte Stewart	Female	Female
Charlotte Sullivan	Female	Female
Charlotte Susa	Female	Female
Charlotte Teske	Female	Female
Charlotte Uhlenbroek	Female	Female
Charlotte Valandrey	Female	Female
Charlotte Vanhove	Female	Female
Charlotte von Ahlefeld	Female	Female
Charlotte von Hagn	Female	Female
Charlotte von Kirschbaum	Female	Female
Charlotte von Lengefeld	Female	Female
Charlotte von Mahlsdorf	Female	Female
Charlotte von Stein	Female	Female
Charlotte Wessels	Female	Female
Charlotte Wolff	Female	Female
Charlotte Wolter	Female	Female
Charlotte Worgitzky	Female	Female
Charlotte Zwerin	Female	Female
Charlotte, Princess Royal	Female	Female
Charlotte, Queen of Cyprus	Female	Female
Charlton Heston	Male	Male
Charly Antolini	Male	Female
Charly Gaul	Male	Female
Charmaine Crooks	Female	Female
Charmaine Dragun	Female	Female
Charmaine Howell	Female	Female
Charmane Star	Female	Female
Charmion King	Female	Female
Charon	Male	Female
Chasey Lain	Female	Female
Chastity Lynn	Female	Female
Chat Silayan	Female	Female
Chau Hoi Wah	Female	Female
Chavela Vargas	Female	Female
Chavo Guerrero	Male	Male
Chaya Czernowin	Female	Female
Che Guevara	Male	Female
Cheang Pou-soi	Male	Male
Cheba Zahouania	Female	Female
Cheech Marin	Male	Male
Cheer Chen	Female	Female
Cheerleader Melissa	Female	Female
Chef	Male	Male
Cheick Diabaté	Male	Male
Cheick Fantamady Diarra	Male	Male
Cheikh M'Bengue	Male	Male
Cheikha Rimitti	Female	Female
Chekilli	Male	Male
Chelan Simmons	Female	Female
Chellie Pingree	Female	Female
Chellsie Memmel	Female	Female
Chelse Swain	Female	Female
Chelsea Charms	Female	Female
Chelsea Clinton	Female	Female
Chelsea Handler	Female	Female
Chelsea Johnson	Female	Female
Chelsea Kane	Female	Female
Chelsea Marshall	Female	Female
Chelsea Noble	Female	Female
Chelsea Quinn Yarbro	Female	Female
Chelsea Stewart	Female	Female
Chelsey Gullickson	Female	Female
Chelsia Chan	Female	Female
Chelsy Davy	Female	Female
Chely Wright	Female	Female
Chemmy Alcott	Female	Female
Chen Boda	Male	Female
Chen Chu	Female	Female
Chen Danyan	Female	Female
Chen Hong	Female	Female
Chen Jing	Female	Female
Chen Lin	Female	Female
Chen Lin	Female	Female
Chen Muhua	Female	Female
Chen Pi-hsien	Female	Female
Chen Qiuqi	Female	Female
Chen Ran	Female	Female
Chen Ruolin	Female	Female
Chen Ruoxi	Female	Female
Chen Shih-hsin	Female	Female
Chen Shui-bian	Male	Female
Chen Wei-ling	Female	Female
Chen Xiaojun	Female	Female
Chen Xiaomin	Female	Female
Chen Xiaoxu	Female	Female
Chen Xiexia	Female	Female
Chen Yanqing	Female	Female
Chen Ying	Female	Female
Chen Yuan	Male	Female
Chen Yuanyuan	Female	Female
Chen Yueling	Female	Female
Chen Zhaoxia	Female	Female
Chen Zhong	Female	Female
Chen Zihe	Female	Female
Cheng Fei	Female	Female
Cheng Pei-pei	Female	Female
Cheng Shao-Chieh	Female	Female
Cheng Shu	Female	Female
Cheng Yen	Female	Female
Chenoa	Female	Female
Cher	Female	Male
Cher Lloyd	Female	Male
Cher Wang	Female	Female
Cheri Bustos	Female	Female
Cheri Oteri	Female	Female
Cherie Blair	Female	Female
Cherie Currie	Female	Female
Cherie Lunghi	Female	Female
Cherry Jones	Female	Female
Cherry Smith	Female	Female
Cherry Wilder	Female	Female
Cheryl	Female	Female
Cheryl Bentov	Female	Female
Cheryl Bentyne	Female	Female
Cheryl Bernard	Female	Female
Cheryl Chase	Female	Female
Cheryl Ford	Female	Female
Cheryl Heuton	Female	Female
Cheryl Hines	Female	Female
Cheryl Holdridge	Female	Female
Cheryl Ladd	Female	Female
Cheryl Lynn	Female	Female
Cheryl Miller	Female	Female
Cheryl Toussaint	Female	Female
Cheryl Yang	Female	Female
Chester Bennington	Male	Male
Chester Ittner Bliss	Male	Male
Chesty Morgan	Female	Female
Chet Atkins	Male	Female
Chet Baker	Male	Female
Chetan Bhagat	Male	Male
Chetana Das	Female	Female
Chewbacca	Male	Female
Chey Tae-won	Male	Female
Cheyenne Kimball	Female	Female
Chi Cheng	Female	Female
Chi Coltrane	Female	Female
Chi Onwurah	Female	Female
Chi Shu-ju	Female	Female
Chiaki Ishikawa	Female	Female
Chiaki Kuriyama	Female	Female
Chiaki Omigawa	Female	Female
Chiang Fang-liang	Female	Female
Chiang Kai-shek	Male	Female
Chiara Arcangeli	Female	Female
Chiara Badano	Female	Female
Chiara Banchini	Female	Female
Chiara Cainero	Female	Female
Chiara Di Iulio	Female	Female
Chiara Lubich	Female	Female
Chiara Margarita Cozzolani	Female	Female
Chiara Mastalli	Female	Female
Chiara Mastroianni	Female	Female
Chiara Rosa	Female	Female
Chiara Scholl	Female	Female
Chiara Simionato	Female	Female
Chiara Simoneschi-Cortesi	Female	Female
Chic Johnson	Male	Male
Chicane	Male	Female
Chie Shinohara	Female	Female
Chie Tanaka	Female	Female
Chieko Takamura	Female	Female
Chien Yu-Chin	Female	Female
Chien-Shiung Wu	Female	Female
Chiharu Icho	Female	Female
Chihiro Onitsuka	Female	Female
Chihiro Ōtsuka	Female	Female
Chihiro Yamanaka	Female	Female
Chihiro Yonekura	Female	Female
Chikako Asō	Female	Female
Chikako Nakayama	Female	Female
Childebert III	Male	Male
Chilonis	Female	Female
Chilperic II	Male	Male
Chimamanda Ngozi Adichie	Female	Female
